95,1,4,3.5,5,4,3,5
95,2,3,3,3,3.5,3.5,2
95,3,4,4.5,2,3.5,3.5,1
95,7,4,4.5,2,5,4.5,5
95,8,3,2.5,3,3.5,4,5
95,14,2,4,2.5,5,3.5,5
95,15,3,2,3,4.5,3.5,4
95,22,5,5,5,4,2,4
95,24,4,3,2,3,2,3
95,25,5,4,2,5,4,3
95,26,4,4.75,3.5,3.75,4.5,3
95,28,5,4.33,3.33,4.33,2.33,4
95,31,4,3.67,4.67,3.67,3.33,4
95,32,5,5,3,4,4,1
95,33,1,4,2.33,3.33,3.67,3
95,43,3,3,1,4,1,2
95,48,4,5,5,4,1,4
95,49,5,5,2.5,3.5,3.5,3
95,50,4,2.5,4.5,2,4,5
95,51,5,2.5,3,4,5,4
95,52,4,3,5,1,3,4
95,58,5,3,3,3,3,3
95,62,5,2.5,5,4.5,4,4
95,63,5,2.67,3.33,2.67,2.33,3
95,64,4,2.5,3,1.5,4,5
95,65,4,4,3.5,3,3.5,4
95,67,5,3.5,4.5,2.5,4,2
95,68,5,2.67,3.33,4.33,3.33,4
95,69,5,3,4,3,4,5
95,70,3,5,4,3,4,4
95,71,3.33,3.33,2.67,2.67,4.33,5
95,72,3,3,4,2.5,4,2
95,73,5,1.5,5,2.5,4.5,4
95,77,4,2,3.5,4,4,4
95,78,3,5,4,3,3.5,3
95,79,3.17,3.63,3.7,3.37,3.46,4
95,82,2.85,3.54,3.31,3.38,3.77,3
95,83,2,3,5,5,2,5
95,88,3,3.5,3.5,4.5,2,4
95,89,3.5,4,3,3.38,4,3
95,90,2.83,3.3,3.33,3.93,3.33,2
95,91,3,3.5,3.5,3,3,5
95,94,4,1,3,3,5,5
95,95,5,3.5,5,4.5,4,3
95,96,5,3,4,2,3,4
95,97,1,3,5,4,4,4
95,98,2,3,5,3,2,4
95,99,5,3,4,3.5,4.75,4
95,101,5,3.5,4.25,3.5,4.25,1
95,102,4,3,3,4,2,4
95,110,5,3.5,4,3.5,2,2
95,111,4,3.71,4.57,3.14,4,4
95,117,5,4.5,3.5,3.5,4.5,4
95,121,4,4,1,3,3,4
95,127,4,5,4,3.5,4,4
95,128,5,4,5,4,4.5,3
95,132,3.5,3.33,3.83,2.67,4.17,3
95,133,4,3.5,5,3.5,1.5,3
95,135,5,4.33,2,3.33,3.67,3
95,137,4,4,2,3,4,3
95,139,1,4,4,3,5,4
95,140,5,3.14,3.14,4.14,2.71,3
95,141,3,4,3.33,4.67,2.33,4
95,142,3,3.33,3.17,3.5,4.17,4
95,143,3.5,2.67,4.17,3.33,4.67,4
95,144,4,3.33,3.33,3.67,4.33,5
95,151,2,3,5,4,3,4
95,153,4,4,4,2,2,5
95,161,3,4,3.33,4.67,4,3
95,168,3,4,2,3,1,4
95,170,4,4.33,4.33,4,3.67,5
95,172,5,4.5,4.5,3,3.5,4
95,173,3,4,3,2.67,3.33,5
95,174,3,4.33,3.33,3.33,4,5
95,175,5,4.5,3,5,4,5
95,176,3,2,2,4.33,3,3
95,177,3,5,5,5,5,3
95,178,5,4,4,4,3,5
95,179,5,2.5,4.5,4.5,4,3
95,180,5,3,3,4,4,3
95,181,4,3,4.5,3.5,2.5,4
95,182,4,3.83,4,3.33,3.5,2
95,183,5,1.33,2,2.67,3.33,5
95,185,5,4,4,5,5,3
95,186,5,4,4,2,4.5,5
95,188,1,3,4.5,3.75,3.25,3
95,190,3,2,3,3.67,3.67,4
95,191,5,4,2,3.5,3,5
95,193,3,3.67,2.33,4,3.33,3
95,194,5,4,5,3,4,5
95,195,5,3,2.5,3.25,4,5
95,196,1,2,4,1,3,4
95,197,3,5,3,4,3,4
95,198,4,3,2,3,4.5,5
95,199,5,4.33,3.67,2,2.33,5
95,200,4,2.5,2,5,3.5,2
95,202,4,2,2.5,4,4.5,4
95,203,4,3.5,4,2.5,3.5,3
95,204,1,5,4,2.5,5,5
95,205,2,4,2,5,5,3
95,207,5,5,4,5,3,5
95,208,2,2.5,4.5,2.5,3.5,4
95,209,3.07,4.2,4,3.6,3.07,4
95,210,2,3.83,3.17,3.67,4,5
95,211,4,3.5,4,3,4,3
95,215,4.67,4.56,3.33,3.11,3.11,4
95,216,5,2,5,5,2.5,5
95,219,5,4.5,3.5,4,2.5,4
95,226,4.07,3.7,3.64,3.45,3.42,4
95,227,5,4.5,4,3,4,2
95,228,4,3.25,4.25,3.5,2,4
95,229,4,2.5,4.5,3.5,4.5,3
95,232,4,2.5,3.5,2,3.5,4
95,233,4,4,4,5,1,4
95,234,4,1,3,4,2,2
95,237,3,3.33,3,4,3.33,2
95,238,3,5,4,3,4,5
95,239,3,4,3.67,4,4,3
95,241,5,3,2,3.5,4,3
95,250,5,5,3,2,4,4
95,253,4,3,5,4,3,3
