68,4,5,3,3,3.5,4,1
68,5,4,4.5,3,3.5,3,5
68,7,4,4.5,2,5,4.5,3
68,9,4,2.5,3,4,3.5,4
68,16,2,3,5,3,3,4
68,22,5,5,5,4,2,5
68,23,4,1,3,5,5,5
68,25,5,4,2,5,4,4
68,29,4,4,4,4,5,1
68,33,1,4,2.33,3.33,3.67,5
68,35,5,5,3,3,5,2
68,50,4,2.5,4.5,2,4,5
68,77,4,2,3.5,4,4,1
68,90,2.83,3.3,3.33,3.93,3.33,2
68,111,4,3.71,4.57,3.14,4,3
68,117,5,4.5,3.5,3.5,4.5,4
68,118,4,4,5,3,5,2
68,121,4,4,1,3,3,1
68,125,3,3,5,2,5,1
68,127,4,5,4,3.5,4,4
68,152,3,3.33,4.67,4.67,4.33,3
68,156,5,4.5,4,4.5,4.5,3
68,158,2,2,3,3,3,1
68,167,5,4,3.67,4,3.33,1
68,178,5,4,4,4,3,5
68,181,4,3,4.5,3.5,2.5,5
68,205,2,4,2,5,5,1
68,207,5,5,4,5,3,2
68,218,4,4,5,4,1,3
68,222,3,3,5,4,4,5
68,236,4,2,4.5,3,3.5,1
68,237,3,3.33,3,4,3.33,5
68,245,5,2,4,3,4,3
