75,1,4,3.5,5,4,3,4
75,2,3,3,3,3.5,3.5,4
75,5,4,4.5,3,3.5,3,5
75,13,4,5,4.5,4,4.5,5
75,16,2,3,5,3,3,4
75,18,5,3,3.5,2.5,2.5,5
75,20,4,3.5,3.5,4,4,5
75,25,5,4,2,5,4,5
75,31,4,3.67,4.67,3.67,3.33,2
75,35,5,5,3,3,5,3
75,36,4,2,3,3.5,3,2
75,37,4.57,2.86,4.14,2.43,4.29,4
75,38,5,3.5,4,4.25,3.25,1
75,40,2.33,3.67,4.33,4,3.67,3
75,41,4,3.33,3.33,3,4,3
75,47,5,2.5,2.5,2.5,2,1
75,48,4,5,5,4,1,4
75,51,5,2.5,3,4,5,2
75,56,5,1,3,1,3,5
75,61,2.61,3.3,3.65,3.7,3.48,3
75,65,4,4,3.5,3,3.5,1
75,66,3,4,2,3,2,1
75,69,5,3,4,3,4,1
75,70,3,5,4,3,4,2
75,72,3,3,4,2.5,4,3
75,74,1,5,3,5,1,2
75,79,3.17,3.63,3.7,3.37,3.46,5
75,86,4,3.33,4,3.33,4,3
75,91,3,3.5,3.5,3,3,3
75,100,5,4,4.5,4.5,4.5,5
75,105,4,1,5,2,3,4
75,107,5,4,4,1,2,2
75,108,3,5,2,3.5,4,4
75,111,4,3.71,4.57,3.14,4,4
75,114,2,4,3.67,4,3.67,4
75,117,5,4.5,3.5,3.5,4.5,4
75,118,4,4,5,3,5,3
75,121,4,4,1,3,3,4
75,123,5,4.33,3,3.67,4.67,3
75,125,3,3,5,2,5,3
75,129,3,4,4,3,3,3
75,137,4,4,2,3,4,4
75,138,3,3,5,4,4,4
75,139,1,4,4,3,5,2
75,140,5,3.14,3.14,4.14,2.71,1
75,147,2,1.75,3.75,3.25,2.75,3
75,151,2,3,5,4,3,5
75,152,3,3.33,4.67,4.67,4.33,4
75,155,5,3,4,5,4,4
75,156,5,4.5,4,4.5,4.5,3
75,157,5,3.5,4.5,3.5,1.5,5
75,158,2,2,3,3,3,5
75,160,5,5,1,1,4,2
75,167,5,4,3.67,4,3.33,3
75,172,5,4.5,4.5,3,3.5,3
75,174,3,4.33,3.33,3.33,4,4
75,179,5,2.5,4.5,4.5,4,4
75,190,3,2,3,3.67,3.67,4
75,193,3,3.67,2.33,4,3.33,5
75,196,1,2,4,1,3,4
75,207,5,5,4,5,3,5
75,219,5,4.5,3.5,4,2.5,4
75,220,5,3,4,3,2,2
75,222,3,3,5,4,4,5
75,223,4,2,4,3.5,3,1
75,224,4,3.5,3,4.5,3,4
75,225,4.43,4.29,3.71,3.29,3.43,2
75,229,4,2.5,4.5,3.5,4.5,2
75,235,5,3,2,3.5,2.5,4
75,236,4,2,4.5,3,3.5,1
75,237,3,3.33,3,4,3.33,2
75,240,5,2.67,4.67,3,4,1
75,242,5,2.33,4.67,3.33,2.67,1
75,243,5,2,2.5,3,2,5
75,250,5,5,3,2,4,2
