70,1,4,3.5,5,4,3,4
70,3,4,4.5,2,3.5,3.5,3
70,4,5,3,3,3.5,4,4
70,5,4,4.5,3,3.5,3,5
70,7,4,4.5,2,5,4.5,2
70,8,3,2.5,3,3.5,4,4
70,11,4,2.5,3,4,3,4
70,12,3,4.5,4.5,4,4.5,4
70,15,3,2,3,4.5,3.5,3
70,18,5,3,3.5,2.5,2.5,2
70,21,4,3.52,3.41,3.63,3.41,4
70,23,4,1,3,5,5,3
70,24,4,3,2,3,2,4
70,28,5,4.33,3.33,4.33,2.33,4
70,32,5,5,3,4,4,2
70,36,4,2,3,3.5,3,2
70,40,2.33,3.67,4.33,4,3.67,2
70,45,2,4,3,3,2.33,5
70,47,5,2.5,2.5,2.5,2,4
70,48,4,5,5,4,1,4
70,50,4,2.5,4.5,2,4,4
70,53,3,5,3,5,5,4
70,60,5,4,4.5,3.5,3,4
70,61,2.61,3.3,3.65,3.7,3.48,1
70,62,5,2.5,5,4.5,4,3
70,63,5,2.67,3.33,2.67,2.33,3
70,69,5,3,4,3,4,4
70,70,3,5,4,3,4,2
70,71,3.33,3.33,2.67,2.67,4.33,3
70,78,3,5,4,3,3.5,3
70,79,3.17,3.63,3.7,3.37,3.46,4
70,82,2.85,3.54,3.31,3.38,3.77,4
70,83,2,3,5,5,2,4
70,85,1,3.25,4,3.75,3,2
70,88,3,3.5,3.5,4.5,2,4
70,89,3.5,4,3,3.38,4,4
70,90,2.83,3.3,3.33,3.93,3.33,4
70,91,3,3.5,3.5,3,3,3
70,94,4,1,3,3,5,3
70,95,5,3.5,5,4.5,4,4
70,96,5,3,4,2,3,4
70,99,5,3,4,3.5,4.75,4
70,101,5,3.5,4.25,3.5,4.25,3
70,109,5,3.6,3.2,4.8,3.2,3
70,119,5,4,4.5,5,5,3
70,121,4,4,1,3,3,3
70,127,4,5,4,3.5,4,3
70,128,5,4,5,4,4.5,4
70,130,4,4,5,5,4,2
70,132,3.5,3.33,3.83,2.67,4.17,4
70,133,4,3.5,5,3.5,1.5,3
70,134,5,5,4,4,4,3
70,135,5,4.33,2,3.33,3.67,4
70,139,1,4,4,3,5,3
70,140,5,3.14,3.14,4.14,2.71,4
70,142,3,3.33,3.17,3.5,4.17,3
70,143,3.5,2.67,4.17,3.33,4.67,5
70,145,4,4,3.5,3.5,3.5,2
70,146,3,4,5,5,2,4
70,149,4,4.75,3.25,3.5,3.25,4
70,150,4,2.75,5,2.5,2.75,4
70,151,2,3,5,4,3,4
70,152,3,3.33,4.67,4.67,4.33,4
70,155,5,3,4,5,4,4
70,158,2,2,3,3,3,3
70,161,3,4,3.33,4.67,4,3
70,164,5,5,1,4,5,3
70,165,1,2,3.33,3.67,4.67,3
70,166,4,2.33,3,4.33,3,5
70,168,3,4,2,3,1,4
70,169,4,5,4,2,3,4
70,170,4,4.33,4.33,4,3.67,5
70,172,5,4.5,4.5,3,3.5,4
70,173,3,4,3,2.67,3.33,4
70,174,3,4.33,3.33,3.33,4,5
70,175,5,4.5,3,5,4,3
70,176,3,2,2,4.33,3,4
70,178,5,4,4,4,3,3
70,179,5,2.5,4.5,4.5,4,3
70,181,4,3,4.5,3.5,2.5,4
70,183,5,1.33,2,2.67,3.33,4
70,185,5,4,4,5,5,4
70,186,5,4,4,2,4.5,4
70,187,5,5,2.5,5,3.5,3
70,189,4,3.75,3.75,3.75,3.75,4
70,191,5,4,2,3.5,3,3
70,193,3,3.67,2.33,4,3.33,4
70,196,1,2,4,1,3,2
70,197,3,5,3,4,3,2
70,198,4,3,2,3,4.5,4
70,202,4,2,2.5,4,4.5,4
70,204,1,5,4,2.5,5,3
70,206,4,4,2.67,4,3.33,3
70,208,2,2.5,4.5,2.5,3.5,4
70,210,2,3.83,3.17,3.67,4,4
70,211,4,3.5,4,3,4,3
70,214,5,3.33,4,2.67,3.33,3
70,217,4,4,3,3.25,2.5,4
70,219,5,4.5,3.5,4,2.5,3
70,220,5,3,4,3,2,3
70,222,3,3,5,4,4,4
70,225,4.43,4.29,3.71,3.29,3.43,3
70,227,5,4.5,4,3,4,3
70,228,4,3.25,4.25,3.5,2,5
70,229,4,2.5,4.5,3.5,4.5,4
70,230,4,3,3,4,3.5,4
70,231,1,2,2,1,4,3
70,233,4,4,4,5,1,2
70,234,4,1,3,4,2,3
70,240,5,2.67,4.67,3,4,3
70,243,5,2,2.5,3,2,4
70,245,5,2,4,3,4,4
70,248,4.14,3.86,2.71,3.57,3.43,4
70,249,5,3,3,2.67,4.33,3
