7,4,5,3,3,3.5,4,5
7,7,4,4.5,2,5,4.5,5
7,8,3,2.5,3,3.5,4,5
7,9,4,2.5,3,4,3.5,5
7,10,5,3.5,2.5,4,2.5,4
7,11,4,2.5,3,4,3,3
7,12,3,4.5,4.5,4,4.5,5
7,22,5,5,5,4,2,5
7,23,4,1,3,5,5,3
7,25,5,4,2,5,4,3
7,27,5,3.5,3,4,3.5,4
7,28,5,4.33,3.33,4.33,2.33,5
7,29,4,4,4,4,5,3
7,31,4,3.67,4.67,3.67,3.33,4
7,32,5,5,3,4,4,4
7,39,5,3,2.5,4.5,4,5
7,44,4,4,4,3.5,2.5,5
7,47,5,2.5,2.5,2.5,2,5
7,50,4,2.5,4.5,2,4,5
7,51,5,2.5,3,4,5,2
7,52,4,3,5,1,3,4
7,53,3,5,3,5,5,5
7,54,5,2,2,4,3,3
7,56,5,1,3,1,3,5
7,62,5,2.5,5,4.5,4,3
7,64,4,2.5,3,1.5,4,5
7,68,5,2.67,3.33,4.33,3.33,4
7,69,5,3,4,3,4,5
7,70,3,5,4,3,4,1
7,71,3.33,3.33,2.67,2.67,4.33,5
7,72,3,3,4,2.5,4,5
7,73,5,1.5,5,2.5,4.5,3
7,77,4,2,3.5,4,4,5
7,78,3,5,4,3,3.5,3
7,79,3.17,3.63,3.7,3.37,3.46,4
7,80,5,4,5,2,5,4
7,81,5,3.5,3.25,3.75,3.5,5
7,82,2.85,3.54,3.31,3.38,3.77,3
7,86,4,3.33,4,3.33,4,4
7,89,3.5,4,3,3.38,4,5
7,90,2.83,3.3,3.33,3.93,3.33,3
7,91,3,3.5,3.5,3,3,3
7,92,5,4,4.5,3.5,3,5
7,93,2,3.33,4.67,1.67,3.67,5
7,96,5,3,4,2,3,5
7,97,1,3,5,4,4,5
7,98,2,3,5,3,2,4
7,99,5,3,4,3.5,4.75,5
7,100,5,4,4.5,4.5,4.5,5
7,101,5,3.5,4.25,3.5,4.25,5
7,106,5,2.33,4.67,3,3.67,4
7,118,4,4,5,3,5,2
7,121,4,4,1,3,3,5
7,125,3,3,5,2,5,4
7,126,2,4,3.33,2.67,3.67,3
7,127,4,5,4,3.5,4,5
7,131,4,4.5,4.5,2.5,3.5,5
7,132,3.5,3.33,3.83,2.67,4.17,5
7,133,4,3.5,5,3.5,1.5,5
7,134,5,5,4,4,4,4
7,135,5,4.33,2,3.33,3.67,5
7,136,4,3,4,2.5,2.5,5
7,139,1,4,4,3,5,3
7,140,5,3.14,3.14,4.14,2.71,5
7,141,3,4,3.33,4.67,2.33,5
7,142,3,3.33,3.17,3.5,4.17,3
7,143,3.5,2.67,4.17,3.33,4.67,3
7,144,4,3.33,3.33,3.67,4.33,5
7,145,4,4,3.5,3.5,3.5,1
7,151,2,3,5,4,3,4
7,152,3,3.33,4.67,4.67,4.33,4
7,153,4,4,4,2,2,5
7,154,3.5,3.5,4,3.25,3.25,5
7,156,5,4.5,4,4.5,4.5,5
7,157,5,3.5,4.5,3.5,1.5,5
7,161,3,4,3.33,4.67,4,3
7,162,3.11,3.33,3.56,3.44,3,5
7,163,4,4.67,3.67,3.67,4,4
7,164,5,5,1,4,5,5
7,166,4,2.33,3,4.33,3,3
7,168,3,4,2,3,1,5
7,171,4,4,4.5,3.5,3,3
7,172,5,4.5,4.5,3,3.5,4
7,173,3,4,3,2.67,3.33,5
7,174,3,4.33,3.33,3.33,4,5
7,175,5,4.5,3,5,4,5
7,176,3,2,2,4.33,3,3
7,177,3,5,5,5,5,4
7,178,5,4,4,4,3,4
7,179,5,2.5,4.5,4.5,4,5
7,180,5,3,3,4,4,5
7,181,4,3,4.5,3.5,2.5,3
7,182,4,3.83,4,3.33,3.5,4
7,183,5,1.33,2,2.67,3.33,4
7,185,5,4,4,5,5,5
7,186,5,4,4,2,4.5,4
7,187,5,5,2.5,5,3.5,4
7,188,1,3,4.5,3.75,3.25,5
7,190,3,2,3,3.67,3.67,5
7,191,5,4,2,3.5,3,5
7,192,5,3,3,3,2,4
7,193,3,3.67,2.33,4,3.33,5
7,194,5,4,5,3,4,5
7,195,5,3,2.5,3.25,4,5
7,196,1,2,4,1,3,5
7,197,3,5,3,4,3,4
7,198,4,3,2,3,4.5,3
7,199,5,4.33,3.67,2,2.33,5
7,200,4,2.5,2,5,3.5,5
7,201,4,4,4,3,1,2
7,202,4,2,2.5,4,4.5,3
7,203,4,3.5,4,2.5,3.5,5
7,204,1,5,4,2.5,5,5
7,205,2,4,2,5,5,5
7,207,5,5,4,5,3,4
7,208,2,2.5,4.5,2.5,3.5,5
7,210,2,3.83,3.17,3.67,4,4
7,211,4,3.5,4,3,4,5
7,212,3,5,5,3,1,1
7,213,4.35,2.95,3.15,3.25,2.8,3
7,214,5,3.33,4,2.67,3.33,5
7,215,4.67,4.56,3.33,3.11,3.11,4
7,216,5,2,5,5,2.5,4
7,217,4,4,3,3.25,2.5,4
7,219,5,4.5,3.5,4,2.5,1
7,223,4,2,4,3.5,3,5
7,226,4.07,3.7,3.64,3.45,3.42,5
7,227,5,4.5,4,3,4,3
7,228,4,3.25,4.25,3.5,2,4
7,229,4,2.5,4.5,3.5,4.5,3
7,230,4,3,3,4,3.5,3
7,231,1,2,2,1,4,3
7,232,4,2.5,3.5,2,3.5,3
7,234,4,1,3,4,2,5
7,237,3,3.33,3,4,3.33,5
7,238,3,5,4,3,4,5
7,241,5,3,2,3.5,4,4
7,253,4,3,5,4,3,4
