35,5,4,4.5,3,3.5,3,2
35,6,3,3.5,2.5,2.5,4,4
35,8,3,2.5,3,3.5,4,3
35,11,4,2.5,3,4,3,2
35,13,4,5,4.5,4,4.5,3
35,47,5,2.5,2.5,2.5,2,5
35,68,5,2.67,3.33,4.33,3.33,3
35,69,5,3,4,3,4,3
35,73,5,1.5,5,2.5,4.5,3
35,74,1,5,3,5,1,3
35,75,5,3,3.33,3.67,2.33,3
35,79,3.17,3.63,3.7,3.37,3.46,4
35,80,5,4,5,2,5,4
35,105,4,1,5,2,3,1
35,117,5,4.5,3.5,3.5,4.5,2
35,118,4,4,5,3,5,2
35,120,5,3,3.67,3.67,4.33,4
35,122,5,4,4.5,5,4,2
35,172,5,4.5,4.5,3,3.5,3
35,174,3,4.33,3.33,3.33,4,4
35,178,5,4,4,4,3,4
35,242,5,2.33,4.67,3.33,2.67,3
35,243,5,2,2.5,3,2,2
