96,1,4,3.5,5,4,3,5
96,7,4,4.5,2,5,4.5,5
96,8,3,2.5,3,3.5,4,4
96,12,3,4.5,4.5,4,4.5,5
96,13,4,5,4.5,4,4.5,4
96,19,5,4.75,4.75,4,4,2
96,23,4,1,3,5,5,5
96,42,5,4,2,4,1,1
96,50,4,2.5,4.5,2,4,5
96,56,5,1,3,1,3,5
96,64,4,2.5,3,1.5,4,5
96,65,4,4,3.5,3,3.5,5
96,79,3.17,3.63,3.7,3.37,3.46,4
96,83,2,3,5,5,2,3
96,87,5,3,3,4,2.67,4
96,89,3.5,4,3,3.38,4,5
96,91,3,3.5,3.5,3,3,5
96,96,5,3,4,2,3,4
96,98,2,3,5,3,2,5
96,100,5,4,4.5,4.5,4.5,5
96,127,4,5,4,3.5,4,5
96,139,1,4,4,3,5,5
96,142,3,3.33,3.17,3.5,4.17,5
96,144,4,3.33,3.33,3.67,4.33,4
96,153,4,4,4,2,2,4
96,156,5,4.5,4,4.5,4.5,4
96,167,5,4,3.67,4,3.33,4
96,170,4,4.33,4.33,4,3.67,5
96,173,3,4,3,2.67,3.33,3
96,174,3,4.33,3.33,3.33,4,5
96,176,3,2,2,4.33,3,4
96,181,4,3,4.5,3.5,2.5,5
96,182,4,3.83,4,3.33,3.5,4
96,183,5,1.33,2,2.67,3.33,4
96,185,5,4,4,5,5,5
96,187,5,5,2.5,5,3.5,5
96,190,3,2,3,3.67,3.67,4
96,192,5,3,3,3,2,4
96,194,5,4,5,3,4,2
96,195,5,3,2.5,3.25,4,5
96,196,1,2,4,1,3,4
96,198,4,3,2,3,4.5,5
96,200,4,2.5,2,5,3.5,5
96,216,5,2,5,5,2.5,4
96,220,5,3,4,3,2,5
96,221,5,3,2.67,4.33,4.33,4
96,225,4.43,4.29,3.71,3.29,3.43,2
96,226,4.07,3.7,3.64,3.45,3.42,4
96,230,4,3,3,4,3.5,5
96,231,1,2,2,1,4,5
96,233,4,4,4,5,1,3
96,234,4,1,3,4,2,4
96,238,3,5,4,3,4,4
